779250	817940	1022420	937490	741860	897860	911490	972630	794340	895920	957910	869390
1003820	909920	890660	871530	1010520	890240	903710	982300	607330	64010	23250	727020
864680	845530	821990	894740	860850	974650	908530	1016170	817160	43280	8190	922370
778212	760977	739791	805266	774765	877185	817677	914553	735444	38952	7371	830133
909020	798020	871130	833050	1006560	906360	802540	753860	803900	891220	440360	924100
853240	656700	741140	795560	729120	951320	994780	717680	879060	695440	844640	1042200
767916	591030	667026	716004	656208	856188	895302	645912	791154	625896	760176	937980
932530	883710	819720	773850	820840	829820	743050	751850	529820	384010	22800	960910
