779250	904120	817940	898610	1019240	1022420	735100	937490	739950	741860	831740	897860	882850	911490	872570	972630	822020	794340	961770	895920	790380	957910	869390	758550
1003820	776840	909920	1005780	1056650	890660	955720	871530	925910	1010520	1005910	890240	960050	903710	1044990	982300	1018990	607330	816580	64010	801930	23250	727020	848080
821590	792080	846670	935430	769830	923800	784350	961520	825780	1003850	934440	954230	762880	983300	921390	884160	800110	78810	961470	880	873830	600	867440	915190
858800	856180	937680	935810	1054590	917980	899900	922000	948460	761570	871720	926120	970090	768160	944280	785360	1008190	865100	954070	655250	927770	149910	1036530	791650
909020	757930	798020	940040	921170	871130	817580	833050	907580	1006560	875870	906360	981440	802540	865520	753860	916960	803900	1149460	891220	1120400	440360	924100	934280
951120	959760	929810	188820	904800	199070	856750	163640	903400	161890	867430	166140	797730	131920	976440	138960	728990	120450	773030	163430	819790	152100	890840	871290
970780	913960	908210	894890	915090	781070	955390	655690	821500	277770	738700	216050	951150	213610	839600	152580	820900	61110	928390	24770	816010	740	1112740	930570
932530	746140	883710	775280	913250	819720	901730	773850	777370	820840	823070	829820	761650	743050	738580	751850	941160	529820	789110	384010	922890	22800	960910	864020
864680	838270	845530	914340	785580	821990	899560	894740	1082760	860850	949280	974650	745910	908530	847840	1016170	1024530	817160	1244560	43280	1089770	8190	922370	841290
861440	709050	857960	651870	839660	753510	830260	873450	863830	760350	742420	890820	855430	1152880	868220	830110	894840	295800	1057850	1040	975070	770	831380	900750
926930	726470	886050	781570	804300	833830	882140	748240	929860	738930	929100	954180	868010	801220	849510	978000	1140500	814140	929170	776500	982830	133420	997320	919490
853240	858400	656700	748940	845490	741140	735710	795560	878350	729120	877410	951320	989940	994780	779430	717680	991030	879060	1082550	695440	996510	844640	1042200	1044720
893240	807810	882050	188720	867330	160320	795900	143160	943370	144320	775190	145820	903480	135570	1043770	126310	952440	157840	925890	154080	931530	144170	1080730	1019570
826210	743020	843290	762360	915820	821490	822110	704800	1030480	233660	953800	248850	964120	209850	998880	171190	1005770	60910	873970	20890	1100210	1160	956830	871880
739410	944120	886730	714960	799280	830760	874410	875680	1082210	869330	904470	833540	1037140	946890	1043240	757260	954880	522620	947350	581710	1089900	2200	974930	869980
778350	794580	782090	742150	871280	782570	857290	762840	824540	980960	816990	853590	1003490	819910	917070	835620	890860	930650	870950	900570	1043780	822900	1077230	928290
