1120610	1064430	1070470	1156200	1134970	1146060	1104400	1105290	1079220	1104350	1112460	1091680	1135880	1010810	1145210	1168060	1136600	1086190	1102070	1086140	1141180	1054860	1169040	985940
1063690	1127600	1108470	1081700	1097410	1130400	1235310	1076630	1104180	973160	1150390	839250	1104150	541550	1113580	290950	1106190	172410	1110740	157430	1117570	147800	1117790	1058510
1131050	1020040	1087580	1154750	1178970	1163250	1151150	1126170	1130990	1094270	1132240	1068150	1173230	1150760	1131200	905170	1164220	519020	1013980	204040	1141520	18950	1091330	983340
1123290	1158330	1123470	1116070	1083110	1120440	1168920	1162680	1169770	1138020	1092660	1126710	1172970	1059540	1207540	1122530	1108890	1048380	1117310	920110	1087120	849750	1058960	1095520
1031170	1071430	1097030	1143600	1097040	1153240	1096240	1228260	1122930	1199910	1143160	1206180	1142880	1077530	1121190	1049610	1165770	973080	1049300	1006040	1083520	864460	1043090	1118410
1146060	1155330	1134650	922040	1126010	888190	1126000	890230	1150640	839980	1163350	892040	1199260	878810	1080000	846050	1162970	899420	1185570	759080	1081690	695500	1052370	1145290
1195400	1120150	1109250	1142190	1147590	1171580	1137890	1095160	1104910	1053780	1183160	1047680	1210370	854100	1099640	731010	1171730	498450	1185330	168540	1100020	5010	1099410	1077310
1121890	1106180	1123080	1115710	1182860	1137010	1084220	1159980	1225090	1086300	1125390	964100	1020190	805920	1039400	746780	1184640	544430	1128970	428170	1118380	136970	997140	1141000
1143590	1129470	1089230	1150880	1136130	1124170	1301290	1062290	1100010	1078580	1255530	865160	1142040	538070	1192840	286330	1118350	206910	1179700	143550	1157390	173600	1150190	1135010
1081880	1148500	1069830	1110000	1184020	1107520	1120180	1236090	1130710	1188440	1107250	1160470	1190090	1044260	1184540	921270	1104100	867320	1069760	425610	1124130	166860	1068620	1144540
1042630	1169060	1109930	1025910	1066320	1048870	1123830	1153880	1048430	1119720	1140110	1218420	1127360	1216930	1244660	1158740	1136980	1146900	1110780	1027240	1151050	890890	1176080	1073940
1133000	1270540	1142830	1167030	1172630	1115500	1014620	1139840	1268740	1280750	1182910	1075160	1191100	1198700	1259540	1196920	1203440	1010580	1111680	979090	1100350	835460	1051570	1054080
1117640	1104530	1028880	982160	1187360	975340	1127460	933930	1128140	866110	1104080	797780	1066170	882820	1126310	890410	1188610	852610	1088320	875690	1106820	789460	1060460	1122580
1092180	1138610	1074390	1111070	1077360	1098600	1082100	1188850	1031690	1012500	1091580	1002470	1117690	846800	1057820	700020	1086710	473350	1085730	173970	1038020	9860	1074840	1070380
1090200	1107000	1113890	1066850	1024090	1033780	1097470	1064830	1081760	910100	1047270	925460	1125850	713690	1126440	628600	1163560	529650	1181430	389780	1044540	128430	1032320	894350
1027600	1067690	1155430	1142940	1034300	1132100	1027970	992680	1204990	1035700	1212400	1039500	1115430	1088250	1067850	1087910	989740	1171700	1049780	1069780	1101590	1116720	1151650	1067270
