1224070	997750	1048640	997810	1044250	931560	908460	865250	737340	1013180	951430	979980	912950	881570	826970	934310	815650	885040	818640	765120	903650	883490	887970	820490
922250	775040	893470	849030	892020	836070	900890	893380	943330	541660	1010260	333790	846380	220610	891810	198220	986250	172700	893470	172780	919730	161930	879960	851320
1199120	1012510	983760	999140	988430	833290	890660	953650	894290	807430	674250	873680	929110	953420	979080	596610	807440	326510	879850	31900	864230	16410	809180	837530
862390	747280	879020	747110	919480	814640	840420	828570	867650	850710	898510	859790	876360	865810	864430	753440	926090	917150	855730	777800	932450	370760	905150	833280
1232950	919480	880130	836530	914060	853890	896990	845430	908580	798050	820460	839870	915350	712300	863410	608160	951660	428920	882730	443730	922700	339740	916400	841840
862700	896160	936570	768990	839010	641700	921760	764220	896100	674490	844040	764170	905200	671670	870250	664680	788290	692540	772180	624980	810740	671020	782120	893240
947150	959510	1001290	915580	828640	796790	890280	797230	829700	740090	886030	716550	855370	807340	864970	659450	846050	558190	831820	108000	914800	10110	1085940	909890
834490	820820	941070	973360	841880	854360	817490	741600	847380	752280	815250	817120	822690	769220	791690	701040	985140	649300	989770	389390	888480	235090	880770	888960
1117150	988200	974930	892650	801370	726950	776710	837970	883550	580280	902740	285070	898000	175650	856710	165450	866180	195280	1060780	152120	944810	141010	816100	906530
886340	772230	882130	916950	899360	836310	819070	825420	780960	906090	792230	886970	756490	719570	887940	665620	915320	428710	933930	52570	857860	14170	853740	894300
1090730	862860	923360	748140	955860	883840	846640	877920	867850	896530	834860	838740	859620	809450	896780	901560	801730	874220	1036210	772850	923630	435130	940920	905280
899890	880340	907460	796550	1007950	837480	823820	784750	870720	910930	806220	925170	876030	894700	1173040	577440	835920	491470	896770	425210	817310	337960	961080	937390
1136720	982240	934220	800150	867960	756480	900770	633890	787900	696010	885340	682590	802530	591150	764180	651520	891780	632470	961760	760850	861910	648500	822890	889880
870620	927740	940690	961720	838390	786120	869330	899980	804290	698460	801930	660470	794160	733070	818970	766810	845030	540890	968800	144010	962000	5620	995500	977080
925300	844450	899580	937610	876410	903530	896460	920390	903510	941430	853610	832250	905320	1100930	894550	821880	896330	549180	981560	326840	908370	179200	947100	851690
769620	808940	883740	855070	757820	855560	915570	968180	969620	860680	835110	892150	933420	886980	900660	925290	912920	903380	871580	889420	931110	940410	969890	965920
