1138390	1073300	1021170	895320	973920	947670	740940	884410	1114430	888490	853220	809170	773430	1062100	981140	874690	885770	948060	1000790	823690	888380	874370	1026170	699650
1075860	905510	945820	880180	958100	876910	1110480	868770	869570	1051790	968460	1053430	966700	989740	1024870	949710	891030	837150	994140	45850	1001340	5790	791290	738720
763660	672640	882240	862960	794670	832720	865900	964230	776960	921050	734770	945870	731660	945860	830120	809600	790800	45920	729120	820	828700	610	838260	820640
947330	970370	911280	767320	1072660	759610	893500	820300	751610	808890	980580	920170	1077700	825710	978970	918240	929310	938710	843960	619570	990400	130320	826800	860470
775680	572220	837530	961560	864790	811140	704900	1056130	905210	942870	973650	953110	840820	963850	893040	826240	861030	715110	959970	833590	934380	605350	966730	807140
982830	876670	937900	181760	882040	159210	930310	169900	1006010	168470	926150	162250	877930	131440	910330	145570	897440	134250	855160	158070	986680	146560	915200	796870
963980	1079830	964410	841070	871500	916940	840410	624560	849000	270660	841480	242700	803390	172670	937890	104730	908580	77650	1104040	28250	907540	680	909350	898430
972550	957530	1021090	901170	826110	880350	932570	734700	742320	816770	836210	718260	659390	724400	794690	680180	852210	640780	790270	379920	1098280	21880	917710	855920
996110	903870	917050	934390	939380	958260	871270	1090440	914520	945510	738170	901380	857580	821840	770470	903340	892310	687180	940420	40400	988650	16040	1073240	974350
942460	771640	1067960	830480	998740	703190	890630	714870	798840	834020	740770	970340	757990	1021400	787250	769360	1035250	280120	926450	2110	953700	720	857400	972220
922470	747820	786610	818610	783200	761610	755920	706820	753010	635600	857580	766750	919260	750880	919120	881270	757220	778870	1282610	700730	902130	169390	992960	945360
715370	757510	757550	847880	813330	812110	782340	861470	946430	797900	919770	1092570	890530	740970	826530	880020	1050100	818160	1044860	891630	929490	726890	887650	850070
970630	985530	943170	167490	866920	162950	890820	129110	979420	149750	727290	128360	921380	181810	996790	128760	943720	145060	995000	169520	891570	136130	1012830	872270
890890	732040	992060	723680	757690	924500	842460	715140	839390	248390	882200	287400	867700	161080	901930	170780	981370	64090	1075640	22940	1068100	1480	917090	846910
619530	644230	743590	725710	660110	829510	846050	842630	760690	887080	1039440	940110	892030	752600	1211710	672960	878380	484030	889010	231420	815180	1710	911310	836760
757010	791540	733270	729840	728410	673860	831620	770560	809100	793380	830550	802780	912440	885380	800920	909940	1038650	897590	956300	940210	931460	965640	892230	795940
