1242380	1209550	1199730	1172040	1236580	1265760	1190020	1219000	1236970	1270350	1189300	1239610
1198230	1241660	1277490	1226890	1083280	867150	596970	275780	197360	130350	116350	1151020
1278790	1231520	1235370	1348060	1147830	1004520	638190	322110	223060	171770	172110	1258720
1150911	1108368	1111833	1213254	1033047	904068	574371	289899	200754	154593	154899	1132848
1278570	1076400	1115910	1220950	1347590	1153420	1180830	1202370	1169880	1122830	842090	1218150
1190660	1247280	1173800	1231310	1257870	1163370	1317130	1268140	1234310	1104770	888260	1199810
1428792	1496736	1408560	1477572	1509444	1396044	1580556	1521768	1481172	1325724	1065912	1439772
1342680	1289900	1218190	1291590	1171170	998000	858060	749160	653710	472050	160510	1166970
