1224070	1048640	931560	865250	1013180	979980	881570	934310	885040	765120	883490	887970
922250	893470	836070	893380	541660	333790	220610	198220	172700	172780	161930	879960
1117150	974930	726950	837970	580280	285070	175650	165450	195280	152120	141010	816100
1228865	1072423	799645	921767	638308	313577	193215	181995	214808	167332	155111	897710
1232950	880130	853890	845430	798050	839870	712300	608160	428920	443730	339740	916400
899890	907460	837480	784750	910930	925170	894700	577440	491470	425210	337960	961080
989879	998206	921228	863225	1002023	1017687	984170	635184	540617	467731	371756	1057188
834490	941070	854360	741600	752280	817120	769220	701040	649300	389390	235090	880770
